title,short_name,city,state_abbreviation,url,about_html,logo_src,productions_html
WGCU Public Media (WGCU-TV),WGCU Public Media,Fort Myers,FL,http://wgcu.org/,"<p>WGCU Public Media is Southwest Florida’s source for PBS and NPR, and a member-supported service of Florida Gulf Coast University. WGCU provides quality programming 24 hours a day and is a trusted storyteller, teacher, theater, library and traveling companion. Serving all or part of 12 counties in south and Southwest Florida with five distinct digital TV channels, three radio services, and multiple digital media platforms, WGCU delivers national and international programming, as well as develops and produces award-winning relevant, informative and educational local content. WGCU is a member of the Florida Public Radio Emergency Network (FPREN), whose member stations stay on the air during serious weather events or other emergencies to keep citizens up to date on news and safety information.</p>",https://s3.amazonaws.com/americanarchive.org/org-logos/wgco_logo.png,""
WGVU Public TV & Radio,WGVU Public TV and Radio,Grand Rapids,MI,http://www.wgvu.org/,"<p>WGVU Public Media’s continued mission is to provide educational, informative, and entertaining programs and events to the community as a service of Grand Valley State University. WGVU is proud to serve the 28 counties of west and southwest Michigan providing PBS programming on television, and serving as the only local NPR radio station affiliate in the area. WGVU offers the opportunity to explore new ideas through television, radio and online. More information about WGVU is available at <a href=""http://www.wgvu.org"">www.wgvu.org</a>, or you can follow WGVU on Twitter or like WGVU on Facebook.</p>",https://s3.amazonaws.com/americanarchive.org/org-logos/wgvu_logo.png,""
WHRO,WHRO,Norfolk,VA,http://whro.org/,"","",""
WHUT-TV (Howard University Television),WHUT,Washington,DC,http://www.whut.org/,"<p>WHUT went on air on November 17, 1980 as WHMM (Howard Multimedia).
The station came into existence through efforts that included Dr. James Cheek,
then president of Howard University, Millard J. (Jim) Watkins, an engineer and
now general manager, WHUR-FM, Howard University administrators, and officials
of WETA, which had been using a trailer on the Howard University campus as one
of its first broadcast sites.  The name was later changed from WHMM to WHUT (Howard
University Television) when those call letters became available.</p><p>A great deal
of public attention was paid locally and nationally to the station’s start as
it was, and remains, the first and only public broadcasting (PBS) station in the
United States licensed to and operated by a predominantly African American institution,
or historically black college/university (HBCU).  The local community and Howard
University supported the station and it grew under its first manager, a commercial
broadcast veteran, Arnold Wallace.  WHMM’s first anniversary was commemorated
with an extravagant gala hosted by comedian/actor Bill Cosby, and attended by
notable African American personalities such as boxer Sugar Ray Leonard, and actors
Ruby Dee and Ossie Davis.</p><p>By its tenth year, WHUT had produced several award-winning
programs with subject matter running the gamut from arts and healthcare to public
affairs and athletics. Through this programming, the station developed a brand
as a grounded, provocative, and community focused service.  The staff produced
diverse programming delving into a multitude of topics affecting the community.
It covered religion with Worship in Washington, entertained with Comedy Jam,
and offered news, information, analysis and entertainment with Evening Exchange
and @ Howard.  In 1995, it televised, live, the historic Million Man March, making
the full event available in the over two million homes reached by WHUT’s signal.
The station also attracted national talent and served as the production center
for the nationally televised PBS variety show, With Ozzie and Ruby, which ran
from 1981-82 and for The Reading Club, produced and distributed in 1999 by Bryant
Gumbel, Renee Poussaint and Alison Davis.</p><p>WHUT has garnered over 14 Emmys and
numerous other awards for its programming.</p><p>In 2010 the station and its staff
of 16 completed its digital transition. WHUT is now broadcasting in high-definition
and standard-definition.</p><p>In January 2011 WHUT has extended its broadcast service
to the community to a 24-hour, seven day a week presence.</p><p>WHUT plays an active
role in the local community with special events and programs specifically geared
toward literacy, STEM and early-childhood education.  WHUT has been awarded an
American Graduate: Let’s Make It Happen community service grant from The Corporation
for Public Broadcasting (CPB) to help Washington, DC improve youth outcomes for
all students from preschool through college and onto careers.</p>",https://s3.amazonaws.com/americanarchive.org/org-logos/whut_logo.png,<p>The Rock Newman Show</p><p>Vocal Point</p><p>New View with Ed Gordon</p>
WHYY,WHYY,Philadelphia,PA,http://www.whyy.org/,"<p>For close to 60 years, WHYY has been the region’s leading public
media company and PBS/NPR affiliate, currently serving the nation’s fourth largest
market, with 2,963,500 households (Source: Nielsen Local Market Television Estimates,
2014).  Each week, 871,052 unique viewers tune to WHYY-TV (Source: Scarborough
Philadelphia Release 2 – August 2013 to July 2014).  WHYY-FM draws an audience
of 442,714 unduplicated listeners per week (Source: Scarborough Philadelphia Release
2 – August 2013 to July 2014).   Each month, there are an average of 108,644 unique
visitors to WHYY.org with 383,327page views (Source: Google Analytics, average
from December, 2013 – December, 2014).  NewsWorks, WHYY’s online home for news
and civic dialogue, achieves an average of 508,944 users and 1,451,973 page views
per month (Source: Google Analytics, average October–December, 2014).Other online
services for accessing WHYY content include podcasts, Twitter (32,700 followers),
Facebook (23,328) and YouTube (1,080 subscribers).</p><p>Each year, WHYY further serves
the community through ""off-air"" programs such as community forums, artistic
performances and lectures onsite in the Independence Foundation Civic Space, and
Dorrance H. Hamilton Public Media Commons. Our strategic approach is to use on
air and online content to drive in-person audience engagement.</p>",https://s3.amazonaws.com/americanarchive.org/org-logos/whyy_logo.png,"<p>WHYY-TV:</p><p>Friday Arts</p><p>On Tour</p><p>On Stage at Curtis</p><p>First</p><p>Flicks</p><p>Pennsylvania
Ballet at 50</p><p>The Barnes Collection</p><p>WHYY-FM:</p><p>Fresh Air</p><p>The Pulse</p><p>NewsWorks
Tonight</p><p>You Bet Your Garden</p><p>Voices in the Family</p><p>Radio Times with Marty Moss-Coane</p>"
WIAA-FM,WIAA,Interlochen,MI,http://interlochenpublicradio.org/,"","",""
Wisconsin Public Radio,Wisconsin Public Radio,Madison,WI,http://www.wpr.org/,"<p>Wisconsin Public Radio is a 3-network, 34-startion regional group with a very long history.  Regular broadcasts began from our flagship station WHA (then the callsign was 9XM) before America's entry into World War I.  Our website has a nice list of our <a href=""http://www.wpr.org/wprs-tradition-innovation"">accomplishments</a>.</p>",https://s3.amazonaws.com/americanarchive.org/org-logos/wpr_logo.png,"<p>Chapter A Day - one of the longest-running programs in radio
history, began on WHA when a radio guest cancels and the host decides to read
a library book to fill the hour. Listeners ask for more. In 1932, it's carried
as a summer program. In 1939, it becomes a daily program and continues to this
day. </p><p>The Larry Meiller Show - a midday show full of practical tips, traces its
roots back to the earliest days of noontime weather and farm-market reports. </p><p>Michael
Feldman's Whad'Ya Know? - one of WPR's shows that is distributed nationwide.  This
shows, offering music, humor, quizzes has been running for thirty years. </p><p>To
the Best of Our Knowledge - another long-running WPR show that is distributed
to many other public radio stations. </p><p>You can see a full list of our programs
under the ""Shows"" tab on any of our webpages. You'd be hard-pressed to find
another public radio organization producing as many shows.</p>"
Wisconsin Public Television (WHA-TV),PBS Wisconsin,Madison,WI,https://pbswisconsin.org/,"",https://s3.amazonaws.com/americanarchive.org/org-logos/wpt_logo.png,""
WJCT-FM,WJCT,Jacksonville,FL,http://www.wjct.org/,"<p>WJCT went on the air on September 10, 1958, broadcasting a report
on educational television from Florida Governor Leroy Collins. Its broadcast reached
Live Oak, St. Augustine, Palatka, and Folkston, Georgia. WJCT became Florida’s
second educational television station, following Miami, and preceding Gainesville’s
WUFT and Tampa’s WEDU by several weeks. WJCT filled its first month with “national
educational television” programs from PBS’ predecessor, NET.</p><p>On April 10, 1972,
WJCT added its second media platform, meeting the community’s needs for fine arts
and music. WJCT-FM went on the air as “Stereo 90,” broadcasting music, news and
public affairs programming approximately 18 hours a day. Eighteen months later,
in October 1973, Channel 7 and Stereo 90 presented their first simulcast, broadcasting
a concert by the Jacksonville Symphony Orchestra.</p><p>In May of 2014, the launch
of the Digital Convergence Alliance Network Operations Center (DCA-NOC) marked
the culmination of work begun four years prior by WJCT Public Broadcasting. WJCT
spearheaded a major initiative, laying the foundation for a collaborative venture
of 11 public television stations that would not only foster economies of scale
but create opportunities to better serve their respective communities, the first
of which is the DCA-NOC. A grant from the Corporation for Public Broadcasting
(CPB) enabled WJCT and community partners to develop a technical plan for the
creation of a centralized master control operation.</p><p>Throughout its 56-year history,
the First Coast community has been a vital component of WJCT’s success, providing
individual and corporate support, contributing countless hours of volunteer work,
serving on boards, partnering in productions, events and services. With continuing
community support, WJCT stands poised to serve the First Coast community for another
50 years, and more, using its unique assets as a resource for citizens to come
together to celebrate human diversity, experience lifelong learning, and actively
engage in matters of civic importance, all to improve the quality of our lives
and our community.</p>",https://s3.amazonaws.com/americanarchive.org/org-logos/wjct_logo.png,"<p>First Coast Connect - Hosted by Melissa Ross, this one-hour call-in
program features local newsmakers, civic and community leaders, arts, activities
and more, along with spot news features and a weekly roundtable of local journalists.
Launched in August 2009, First Coast Connect recently celebrated its 5th anniversary.</p><p>First Coast Forum - A quarterly series of interactive community forums designed
to address critical challenges facing Florida’s First Coast and to engage the
community in resolving them. Each program brings First Coast business and community
leaders together for discussion, and gives community members an opportunity to
weigh in. Launched in July 2001, the quarterly forums broadcast live on TV and
radio. </p><p>Hometown - Discover the stories of the people, places and events that
are unique to the Northeast Florida and Southeast Georgia area.  Hometown, produced
locally by WJCT Public Broadcasting, is <a href=""http://www.wjct.tv/programs/"">available OnDemand</a>.</p>"
WKAR,WKAR,East Lansing,MI,http://wkar.org/,"<p>WKAR began broadcasting in 1922 on WKAR AM, with WKAR FM following
in 1948 and WKAR TV in 1954. WKAR serves the mid-Michigan market with public broadcasting
on WKAR Radio and WKAR-TV, with its reach expanding to an even wider audience
with WKAR.org. Programming on WKAR’s public radio stations, WKAR AM/870 and 90.5
WKAR, includes news and information, sports and classical music with National
Public Radio programming supplemented with programs produced at WKAR, reflecting
the community. </p><p>WKAR-TV has three television stations that not only broadcast
programs from the Public Broadcasting Service (PBS) but also reflect the mid-Michigan
community with a number of locally-produced series and specials. As part of the
College of Communication Arts &amp; Sciences at MSU, WKAR works closely with the next
generation of broadcasters. </p><p>In addition to programming on WKAR Radio and Television,
WKAR offers a robust website, WKAR.org, that includes live streaming of 90.5 WKAR
and AM/870, plus three online-only streams, WKAR Classical, WKAR Folk Alley and
WKAR Jazz. </p>",https://s3.amazonaws.com/americanarchive.org/org-logos/wkar_logo.png,"<p>WKAR Television:</p><p>Off the Record - Michigan public affairs and
discussions with newsmakers featuring anchor Tim Skubick.</p><p>QuizBusters - Weekly
academic game show, where 64 students compete for scholarships to Michigan State
University.</p><p>BackStage Pass - Concerts series, recorded live in studio and at
community venues and aired by public television stations in 82 markets across
the country.</p><p>Forte - Heartwarming stories of Michigan high school band and orchestra
programs as students prepare for elite competition.</p><p>Curious Crew - Award-winning
educator Rob Stephenson and a cast of inquisitive kids take a hands-on
approach to scientific exploration.</p><p>Current Sports - In-depth weekly interviews
of leading sports figures from the college, professional and high school ranks.</p><p>WKAR
Radio:</p><p>90.5 Classical - Classical music with local hosts and commentary that
adds insight into the selections played.</p><p>Current State - Daily talk hosted by
Mark Bashore and covering a variety of topics relevant to both the mid-Michigan
and Michigan State University communities.</p><p>Current Sports with Al Martin - Weekday
sports call in show.</p><p>90.5 Community Concerts - This weekly classical music program
hosted by Jody Knol features selections from concerts performed by regional symphony
orchestras and musical ensembles.</p><p>What’s New on WKAR - Hosted by Peter Whorf,
this weekly series features selections from new releases recently added to WKAR’s
music library.</p><p>MSU Faculty Recitals - This periodic series of recitals feature
faculty from Michigan State University’s College of Music.</p><p>Local News Breaks
- News and features across a broad spectrum of topics air in newsbreaks during
the popular NPR flagship news programs, “Morning Edition” and “All Things Considered.”</p><p>WKAR
Services:</p><p>WKAR Ready To Learn Service - Focuses on early childhood literacy and
includes strategies to help parents learn how to enhance their child’s literacy.</p><p>WKAR Radio Reading Service - This free service offers audio of local newspapers,
advertising supplements, books and more on a special radio for those who cannot
use the printed page due to vision or other physical problems. </p>"
WLVT (PBS39),PBS39,Bethlehem,PA,http://www.wlvt.org/,"","",""
WMHT,WMHT,Troy,NY,http://www.wmht.org/,"<p>A trusted community resource for over half a century, WMHT Educational Telecommunications uses the power of non-commercial public television, radio, the web and other media to enrich the lives of more than a half million households throughout eastern New York state and portions of western Vermont, Massachusetts and Connecticut. Television broadcast channels include WMHT-DT, WMHT-Create  and WMHT-WORLD.  Radio stations operated by WMHT include WMHT-FM 89.1 &amp; WRHV-FM 88.7 (classical public radio) and WEXT 97.7 (AAA public radio).  WMHT also operates RISE, a radio reading service for the visually and print disabled. In addition, WMHT offers numerous community outreach and family learning initiatives that inspire, educate and entertain for a lifetime.</p>",https://s3.amazonaws.com/americanarchive.org/org-logos/wmht_logo.png,<p>New York Now</p><p>William Kennedy’s Prohibition Story</p><p>Rediscovering the Light</p><p>The Track at Saratoga: America’s Grandest Race Course</p><p>Divine Discontent</p><p>Nine Long Days</p>
WNED,WNED,Buffalo,NY,http://www.wned.org/,"","",""
WNYC-FM,WNYC,New York,NY,http://www.wnyc.org/,"<p>New York Public Radio is home to three of the country’s leading public
radio stations – WNYC FM, WNYC AM and WQXR FM – as well as New Jersey Public Radio
and The Jerome L. Greene Performance Space. WNYC is a major producer of original
content for public radio nationwide (Radiolab, Here's the Thing, On the Media,
Studio360). WQXR is New York City’s only all-classical music station. New Jersey
Public Radio covers the issues that matter in the garden state and extends New
York Public Radio’s news, talk and cultural programming deeper into New Jersey.
The Greene Space is a street-front broadcast studio and live venue where audiences
can experience our programming in person and online. New York Public Radio’s online
platforms include wnyc.org, wqxr.org, njpublicradio.org and thegreenespace.org.
WNYC - the largest station at NYPR - was one of the earliest municipally owned
radio stations in the country. The first day of broadcast was July 8th, 1924 and
the station was owned by the City of New York until 1997.</p>",https://s3.amazonaws.com/americanarchive.org/org-logos/wnyc_logo.png,"<p>WNYC's Masterwork Hour (1929) was radio's first program of recorded
classical music</p><p>Radio's first quiz program was on WNYC, The Brooklyn Daily Eagle's
Current Events Bee (1926-?), hosted by H. V. Kaltenborn</p><p>Oscar Brand holds the
world record for ""longest-running radio programme by the same host"", WNYC's
Folksong Festival (Dec. 1945- )</p><p>First radio station in the US to announce the
Japanese attack on Pearl Harbor, December 7, 1941</p><p>WNYC has won 14 Peabody Awards</p>"
WOJB-FM,WOJB,Hayward,WI,http://www.wojb.org/,"","",""
WOSU Public Media,WOSU Public Media,Columbus,OH,http://wosu.org/,"<p>Licensed to The Ohio State University, WOSU Public Media has been
a vital community resource since 1920, when it received one of the first experimental
radio licenses in the country. It has evolved into multiple public media services
consisting of Classical 101 (FM); 89.7 NPR News (FM); four regional FM stations;
and WOSU TV (PBS) and its sister station, WPBO TV. WOSU television covers a quarter
of central and southern Ohio reaching over 900,000 households.</p><p>Current major
projects are led by the Columbus Neighborhoods project, developed in 2010 to focus
on the history, culture and future of the community’s distinctive neighborhoods.
The Emmy and NETA Award winning initiative includes a series of major documentaries
(12 over a five year period), radio programming, public engagement events including
local storytelling and premieres.</p><p>Other television initiatives include the arts
and culture weekly series Broad &amp; High developed in 2013 as part of a local/national
collaboration; the weekly public affairs program Columbus On The Record; the daily
broadcast on the WOSU Ohio Channel of our local NPR radio program All Sides with
Ann Fisher; and a series of national documentaries focused on explorers with ties
to Ohio.  These have included John Glenn: A Life of Service and the upcoming documentary
on Admiral Richard Byrd’s exploits.</p><p>In 2006, WOSU opened new television studios
at the COSI Science Center in downtown Columbus. All local program production
is developed at the WOSU@COSI Studios, which also serves as our prime community
engagement space.</p>",https://s3.amazonaws.com/americanarchive.org/org-logos/wosu_logo.png,<p>Broad &amp; High</p><p>Columbus On The Record</p><p>All Sides with Ann Fisher</p>
WPBS,WPBS,Watertown,NY,http://www.wpbstv.org/,"","",""
WQED-TV,WQED,Pittsburgh,PA,http://www.wqed.org/,"<p>WQED was the nation’s first community-supported television station
and went on the air on April 1, 1954.  In 1973, Classical WQED-FM 89.3 was founded
as the region’s only 24-hour classical radio station.</p><p>Today, WQED is educational
public media with four television programming streams: WQED-TV; WQED: The Neighborhood
Channel; WQED: The Create Channel; and WQED Showcase; three radio streams: WQED-FM
89.3; WQEJ-FM 89.7/Johnstown; The Pittsburgh Concert Channel at WQED-FM HD-2 and
<a href=""http://www.wqed.org/fm"">www.wqed.org/fm</a> online provide WQED content to all residents in the viewing and
listening area, and online around the world;  local and national television and
radio productions; WQED Interactive, and iQ: smartmedia, WQED’s Educational initiative.</p><p>Throughout its history, WQED has partnered with hundreds of local community
organizations toward improvements in education; arts and culture; community health;
economics; and important local issues through its form of civic journalism.  As
the only community-owned multimedia resource in the region, WQED is a convener,
a central gathering place, and a conduit for other local non-profit organizations.</p><p>WQED has exported the region nationally with projects like The War That Made
America, a four part historical documentary on the French and Indian War that
aired nationwide on PBS; national cooking shows with Chris Fennimore; the Doo
Wop music franchise; weekly national radio broadcasts of the Pittsburgh Symphony
Orchestra and a continuing series of local and national documentaries by Emmy
Award-winning producer Rick Sebak. </p><p>WQED recenlty produced August
Wilson: The Ground On Which I Stand, which aired nationally on PBS American
Masters in February 2015.  The documentary focsues on the life and work of
Pittsburgh-native and Pulitzer Prize-winning playwright August Wilson and
includes an extensive educational initiative in key cities across the country.</p><p>WQED is one of the busiest producers of local programming in the PBS system.
In addition to the local and national documentaries, WQED produces and airs
local programs that capture the stories of advancement, arts and diversity in
our region. </p><p>Classical WQED-FM is “the voice of the arts in western Pennsylvania”
by highlighting all that the station has meant for the region with retrospectives,
tributes, community events, and celebrations. WQED-FM has offered classical and
fine arts and cultural programs since its inception in 1973, allowing listeners
to hear live and recorded classical performances and learn the latest arts and
culture news from Pittsburgh and around the world. Listeners can hear WQED-FM
at 89.3 and on its repeater stations, WQED-FM89.7 /Johnstown. </p><p>WQED Interactive,
a media portal to the world, makes the aforementioned WQED programs all the more
accessible to viewers and listeners, any time, and any place. WQED reaches more
than 37,000 people through social media. </p><p>iQ: smartmedia is our strategy for
education to capitalize on what kids have inside of them and to capture that potential.
Around it revolves all of WQED's educational goals and objectives: to provide
new tools and models, thought leadership, research, and training on the intersection
of media and learning to prepare our children for a competitive world. We provide
content for science and technology; literacy; global cultures and connections;
expression; social and community responsibility; numeracy; and behavioral wellness.</p>",https://s3.amazonaws.com/americanarchive.org/org-logos/wqed_logo.png,""
WRFA-LP,WRFA,Jamestown,NY,http://www.wrfalp.com/,"","",""
WRNI (Rhode Island Public Radio),Rhode Island Public Radio,Providence,RI,http://ripr.org/,"","",""
WSIU Public Broadcasting,WSIU,Carbondale,IL,http://www.wsiu.org/,"","",""
WSKG Public Broadcasting,WSKG Public Broadcasting,Vestal,NY,http://www.wskg.org/,"","",""
WSRE,WSRE,Pensacola,FL,https://www.wsre.org/,"","",""
WTIP (North Shore Community Radio),WTIP,Grand Marais,MN,http://www.wtip.org/,"","",""
WTIU (Public Television from Indiana University),WTIU,Bloomington,IN,http://indianapublicmedia.org/tv/,"<p>Signing on the air on March 3, 1969, WTIU is the public television station 
licensed to Indiana University, operating out of the Radio and TV Center on 
the Bloomington, Indiana campus.</p><p>The station serves south central Indiana, including the cities of Bloomington, 
Bedford, Columbus, and Terre Haute, and outlying communities. Through Satellite 
we now reach Indianapolis.  Approximately 587,525 TV households are included 
in the viewing area, cable, satellite, broadband and over-the-air combined, 
reaching an estimated 1,492,313 viewers.</p><p>Over 100 Indiana University students, from Indiana University’s Media School 
and many other disciplines, complement their academic training and develop 
marketable skills through real-world experience gained by working alongside 
the station’s staff.</p><p>With the television digital conversion in 2009, WTIU began broadcasting four 
separate channel streams — TIU HD, TIU World, TIU Family and TIU Espanol. </p><p>WTIU is a member station of PBS, Indiana’s Public Broadcasting Stations, and 
The Association of Public Television Stations.</p>",https://s3.amazonaws.com/americanarchive.org/org-logos/wtiu_logo.png,"<p>Locally-produced programs include daily news breaks and a weekly magazine 
program covering people, places, and events from across the state entitled The Weekly Special. </p><p>The Friday Zone, WTIU’s own weekly Emmy Award-winning children’s program, 
features activities and guests including performance and visual artists, and scientists.</p><p>Indiana Newsdesk covers the economy, politics, education and the environment 
for the WTIU viewing area. This weekly show from WTIU/WFIU News focuses on 
stories that have impact on our community, our state and our region. There 
are a number of other programs currently in production.</p><p>Recent local documentaries include Spirit of Orange County, Bill Cook: A Heck 
of a Ride, Bloomington: Remember When, Spirit of Brown County, Shadows Of 
Innocence, the Hoosier Hospitality series, the Indiana Legends series, 
Goose Pond: The Story Of A Wetland &amp; Its Neighbors, and the Emmy Award-winning 
Sugarplum Dreams: Staging The Nutcracker Ballet, and West Baden Springs: 
Save of the Century. </p>"
WUFT-TV,WUFT,Gainesville,FL,http://www.wuft.org/,"","",""
WUMB-FM,WUMB,Boston,MA,http://www.wumb.org,"<p>WUMB-FM is a non-commercial radio station licensed to the University
of Massachusetts with studios at the UMass Boston Campus, as the central hub for
a network of eight public radio stations in Boston, Worcester, Falmouth, Newburyport,
Stow, Marshfield, Orleans and Milford, New Hampshire. </p><p>The Boston, Worcester
and Falmouth stations all broadcast on 91.9FM.  The Newburyport, Stow and Marshfield
stations can be heard on 91.7FM. The Orleans station can be heard on 1170AM, and
Milford, New Hampshire on 88.7FM.</p><p>All eight facilities simulcast the identical
program schedule, which is produced from our studios located on the UMass Boston
Campus.  The station’s 24 hour a day broadcast schedule reaches more than 80,000
unique listeners weekly in over 275 cities and towns in eastern and central Massachusetts,
as well as Cape Cod and parts of Rhode Island, New Hampshire and Connecticut.
A webcast of our signal can also be heard live around the world through the
internet, and we current reach over another 80,000 people from all 50 states and
147 different countries through our live stream.</p><p>The Boston station, WUMB-FM,
was the last station in the Metro-Boston area to be granted an FM license from
the Federal Communications Commission.  It went on the air in 1982 with an all-volunteer
announcing staff, moving to a professional staff in 1986, when it became a public
radio affiliate of the Corporate for Public Broadcasting.  The station was the
aspiration of a cadre of UMass Boston students in 1968, in what became a fourteen
year campaign to get the station on the air.  The Worcester station, WBPR-FM,
was purchased in 1993 from Worcester county Christian Broadcasting, which owned
a permit to construct the station, but had never actually built it.  The Falmouth
station, WFPB-FM, was developed with the help of an expansion funding grant from
CPB and went on the air in 1996.  The Orleans station was a donation from GramCam
Communications in 1998, and the Newburyport station was built with the help of
a grant from the U.S. Department of Commerce in 2001.</p><p>WUMB-FM is committed to
providing unique program offerings.  It is the country’s foremost radio station
for folk and roots music, largely airing a mix including Singer/Songwriter, Blues,
Celtic, Americana, Bluegrass and more.  During the weekends, the station is a
cultural center for traditional Folk, Celtic and International music, as well
as our public affairs show, Commonwealth Journal.</p><p>WUMB also sponsors and operates
2 one week summer music camps for adults, as well as a weekend music getaway, geared toward furthering the participants’ musical skill.   WUMB is actively
involved in several community engagement projects throughout the year.</p>",https://s3.amazonaws.com/americanarchive.org/org-logos/wumb_logo.png,"<p>Commonwealth Journal</p><p>Summer Acoustic Music Week/Winter Acoustic
Music Weekend</p><p>WUMB Member Concerts and Events</p><p>Student internet radio station
(The Beacon Radio)</p>"
WUSF,WUSF,Tampa,FL,http://www.wusf.usf.edu/,"","",""
WVIA,WVIA Public Media,Pittston,PA,http://www.wvia.org/,"<p>For almost 50 years WVIA Public Media offers broad-appeal programming for the entire family to enjoy both on WVIA-FM and WVIA-TV. From award winning Original Documentary Films, NPR News plus powerful &amp; insightful Regional Programming WVIA inspires &amp; captivates its listeners, online users and viewers. WVIA Public Media is proud to serve northeastern Pennsylvania, the Central Susquehanna Valley and beyond. WVIA Public Media is a catalyst, convener and educator, using media, partnerships, ideas and programs to advance the best attributes of an enlightened society.</p>",https://s3.amazonaws.com/americanarchive.org/org-logos/wvia_logo.png,""
WVIZ/ideastream,ideastream,Cleveland,OH,http://www.ideastream.org/,"","",""
WXPN-FM,WXPN,Philadelphia,PA,http://www.xpn.org/,"","",""
WXXI Public Broadcasting (WXXI-TV),WXXI Public Broadcasting,Rochester,NY,http://interactive.wxxi.org/,"<p>WXXI Public Broadcasting Council was founded in 1958 as the Rochester Area Educational Television Association (RAETA), and the station's first few years were dedicated to producing instructional television programs for elementary school students. In 1959, Assignment: The World became the first educational series WXXI produced. More than fifty years later, the program went on to be the longest-running instructional TV program in the U.S., and was offered nationwide until it ceased production in 2013. On September 6, 1966, after a five-year quest for a broadcast license, Channel 21 went on the air, broadcasting 50 hours of programming a week. The following year, Congress established the Corporation for Public Broadcasting (CPB) to promote growth of the industry, which resulted in a consistent funding base for the station. In 1974 WXXI signed on with its all-classical radio station Classical 91.5, and in 1984 it signed on its NPR station on AM 1370. Today, the station owns and operates three television channels (WXXI-TV/HD, Create, and World) and operates cable City 12 in partnership with the City of Rochester. Its radio stations now include: WXXI-AM 1370, WXXI-FM 91.5, plus two HD radio channels and Reachout Radio, a closed circuit 24-hour radio reading service for those who are visually impaired.  WXXI also manages and operates WRUR-FM 88.5 in broadcast partnership with the University of Rochester, along with two radio stations in partnership with Hobart &amp; William Smith Colleges – WEOS-FM 89.7 in Geneva, NY and WITH-FM 90.1 in Ithaca, NY. WXXI also provides educational and outreach services, and a robust web site, which serves the greater Rochester community with music, science, health, and news programs that inspire, engage, educate, and inform.  In January 2012, WXXI and Rochester’s Independent Film House, Little Theatre, joined together in a formal, long-term affiliation.</p>",https://s3.amazonaws.com/americanarchive.org/org-logos/wxxi_logo.png,""
WYCC-TV20 PBS Chicago,WYCC PBS Chicago,Chicago,IL,http://www.wycc.org/,"","",""
Wyoming PBS (KCWC),Wyoming PBS,Riverton,WY,http://www.wyomingpbs.org/,"<p>KCWC-TV/Wyoming PBS is a full-service, public television station
licensed to Central Wyoming College, with studio and office facilities located
in Riverton, Wyoming. The station, under call letters KCWC-TV, was built in 1982-83.
KCWC-TV signed on the air May 10, 1983, providing approximately 16 hours of programming
per day, with 10 full-time and 3 part-time staff. Initially the coverage area
served was Fremont County with 33,000 people, including the Wind River Indian
Reservation. Over the last 31 years, with the generous support of state and federal
grants combined with private donations the station has expanded its coverage area
to reach approximately 85% of Wyoming. To alleviate the confusion of various channel
numbers and a multitude of call signs for each translator, KCWC-TV started using
the title of ""Wyoming Public Television,"" which more correctly reflected its
statewide public television network. On January 1, 2008, after 25 years of service,
the station adopted a new name: Wyoming PBS. The station now has 23 full-time
staff, with approximately 5 part-time people, providing 2 channels of programming
24 hours a day.</p><p>KCWC-TV/Wyoming PBS was established for the purpose of providing
a public television service and distance learning to the citizens of Wyoming.
Recognizing that technologies have essentially eliminated time and distance, and
created a global village, the Wyoming PBS network seeks to provide a television
medium which recognizes the state's unique needs, and which informs, educates
and enriches the lives of Wyoming citizens and helps them more fully understand
and participate in local, national and global events that affect their lives.
The station seeks to balance the differing needs of its citizens by providing
a service that is open to public input with program offerings and services built
around Wyoming's needs and providing communications opportunities which would
otherwise be unavailable.</p>",https://s3.amazonaws.com/americanarchive.org/org-logos/wyoming_pbs_logo.png,"<p>Main Street, Wyoming</p><p>Wyoming Chronicle</p><p>Wyoming Perspectives</p>"
